municipality_number, postcode_number, postcode_supplement, pct_in_municipality
3104,9053,0,2.39
3104,9054,0,100
3021,9055,0,86.75
3022,9055,0,4.99
3024,9055,0,0.17
3104,9055,0,8.09
3022,9056,0,96.72
3101,9056,0,1.37
3104,9056,0,1.92
3103,9057,0,12.19
3105,9057,0,87.81
3105,9057,2,100
3105,9057,3,100
3103,9058,0,90.53
3105,9058,0,9.29
3251,9058,0,0.18
3024,9062,0,100
3002,9063,0,0.39
3005,9063,0,99.61
3002,9064,0,100
3001,9100,0,99.33
3004,9100,0,0.32
3007,9100,0,0.12
3443,9100,0,0.23
3004,9103,0,98.87
3006,9103,0,0.38
3007,9103,0,0.19
3378,9103,0,0.57
3004,9104,0,0.17
3006,9104,0,0.33
3007,9104,0,99.5
3003,9105,0,49.44
3004,9105,0,4.92
3378,9105,0,45.64
3002,9107,0,13.12
3003,9107,0,0.17
3006,9107,0,84.22
3105,9107,0,1.03
3359,9107,0,0.17
3360,9107,0,1.2
3372,9107,0,0.09
3102,9108,0,96.88
3104,9108,0,0.18
3105,9108,0,2.94
3102,9108,2,100
3102,9108,3,100
3001,9112,0,100
3004,9113,0,0.59
3378,9113,0,4.13
3401,9113,0,94.4
3402,9113,0,0.88
3378,9114,0,100
3378,9115,0,100
3378,9116,0,6.47
3401,9116,0,93.53
3375,9122,0,0.63
3378,9122,0,99.37
3378,9122,2,100
3378,9123,0,95.49
3393,9123,0,4.51
3375,9125,0,0.61
3378,9125,0,99.39
3375,9126,0,59.73
3378,9126,0,40.27
3372,9127,0,0.45
3378,9127,0,99.55
3402,9200,0,0.38
3422,9200,0,0.27
3443,9200,0,99.35
3422,9203,0,0.94
3424,9203,0,99.06
3441,9204,0,90.38
3443,9204,0,9.09
3444,9204,0,0.52
3444,9205,0,100
3441,9212,0,3.29
3443,9212,0,96.71
3444,9213,0,1.3
4486,9213,0,98.7
4501,9214,2,98.55
4506,9214,2,1.45
4501,9215,0,100
4501,9215,2,100
4476,9216,0,1.99
4495,9216,0,98.01
4495,9216,2,100
4501,9217,0,100
3202,9220,0,0.94
4471,9220,0,88.72
4486,9220,0,4.59
4511,9220,0,5.76
3423,9223,0,8.33
4471,9223,0,91.67
4471,9223,1,100
4486,9225,0,100
4486,9225,1,100
3401,9230,0,0.21
3402,9230,0,98.71
3407,9230,0,0.94
3424,9230,0,0.15
3402,9231,0,100
3407,9240,0,0.22
3408,9240,0,99.78
3407,9240,2,99.15
3424,9240,2,0.85
3405,9242,0,0.19
3407,9242,0,99.63
3408,9242,0,0.19
3393,9243,0,0.2
3405,9243,0,99.8
3407,9244,0,0.28
3408,9244,0,99.72
3423,9245,0,1.85
3424,9245,0,98.15
3423,9245,2,0.47
3424,9245,2,99.53
3422,9246,0,98.92
3444,9246,0,1.08
3408,9247,0,100
3407,9248,0,100
3408,9249,0,100
3408,9249,1,100
3408,9249,2,100
3203,9300,0,0.24
3204,9300,0,99.51
3211,9300,0,0.12
3442,9300,0,0.06
3444,9300,0,0.06
3444,9304,0,100
3211,9305,0,99.61
3217,9305,0,0.39
3211,9306,0,2.97
4431,9306,0,97.03
3201,9308,0,88.32
3202,9308,0,3.65
3204,9308,0,8.03
3201,9312,0,100
3202,9313,0,94.26
4511,9313,0,5.74
4411,9314,0,100
4411,9315,0,96.92
4431,9315,0,3.08
3201,9315,2,0.38
4411,9315,2,99.62
4401,9320,0,100
4401,9320,2,87.97
4431,9320,2,12.03
4401,9320,3,97.3
4431,9320,3,2.7
4411,9322,0,99.38
4441,9322,0,0.62
3217,9323,0,100
4431,9325,0,100
3218,9326,0,0.14
4421,9326,0,99.86
3214,9327,0,0.28
3218,9327,0,99.72
3213,9400,0,0.14
3215,9400,0,99.86
3213,9402,0,0.11
3214,9402,0,99.79
3219,9402,0,0.11
3213,9403,0,100
3216,9404,0,99.62
3219,9404,0,0.23
3237,9404,0,0.15
3032,9405,0,0.57
3033,9405,0,95.43
3212,9405,0,1.14
3216,9405,0,2.86
3032,9410,0,99.16
3038,9410,0,0.84
3035,9411,0,98.7
3233,9411,0,1.3
3035,9411,1,100
3032,9413,0,0.18
3111,9413,0,99.82
3216,9422,0,1.29
3237,9422,0,98.71
3237,9423,0,100
3235,9424,0,94.81
3236,9424,0,5.19
3038,9425,0,1.51
3235,9425,0,0.11
3237,9425,0,98.39
3033,9426,0,99.37
3235,9426,0,0.63
3032,9427,0,0.55
3033,9427,0,0.28
3037,9427,0,0.14
3038,9427,0,98.48
3111,9427,0,0.41
3237,9427,0,0.14
3037,9428,0,98.63
3038,9428,0,0.42
3111,9428,0,0.84
3236,9428,0,0.11
3236,9430,0,100
3231,9434,0,99.91
3233,9434,0,0.09
3231,9435,0,60.7
3232,9435,0,20.31
3233,9435,0,6.92
3238,9435,0,12.07
3232,9436,0,98.47
3234,9436,0,0.56
3254,9436,0,0.97
3035,9437,0,0.28
3253,9437,0,99.58
3255,9437,0,0.14
3111,9442,0,2.03
3233,9442,0,97.97
3111,9442,2,100
3234,9443,0,3.07
3238,9443,0,96.93
3234,9444,0,100
3232,9445,0,0.08
3255,9445,0,99.92
3022,9450,0,0.04
3251,9450,0,99.96
3111,9450,2,9.23
3251,9450,2,90.77
3254,9451,0,100
3251,9452,0,60.38
3252,9452,0,39.62
3251,9453,0,1.52
3252,9453,0,98.48
3254,9462,0,100
3251,9463,0,3.79
3254,9463,0,95.96
3256,9463,0,0.25
3251,9464,0,2.89
3256,9464,0,97.11
3251,9464,2,100
3274,9465,0,100
3274,9466,0,100
3103,9467,0,1.4
3274,9467,0,98.6
3274,9468,0,100
3271,9469,0,0.32
3272,9469,0,2.86
3273,9469,0,0.32
3274,9469,0,96.51
3271,9470,0,94.85
3273,9470,0,0.04
3275,9470,0,5.11
3273,9470,5,100
3273,9472,0,100
3273,9472,2,100
3272,9473,0,99.91
3274,9473,0,0.09
3275,9475,0,100
3275,9476,0,0.23
3276,9476,0,99.77
3276,9476,2,100
3276,9477,0,100
3276,9478,0,100
3276,9479,0,100
3276,9479,1,100
3276,9479,2,100
3392,9500,0,0.68
3426,9500,0,0.03
3427,9500,0,99.08
4746,9500,0,0.21
4723,9502,0,100
4921,9503,0,100
4921,9503,2,100
4921,9504,0,100
4741,9506,0,100
4606,9507,0,100
4741,9508,0,100
3427,9512,0,100
3427,9514,0,1.52
4791,9514,0,98.48
3426,9515,0,0.3
4791,9515,0,99.7
4921,9517,0,100
3426,9523,0,100
3423,9524,0,1.17
3426,9524,0,97.76
3427,9524,0,1.07
3423,9525,0,100
3423,9526,0,100
3001,9527,0,0.17
3423,9527,0,99.83
3392,9532,0,0.91
3405,9532,0,0.18
4751,9532,0,98.91
3392,9533,0,100
3392,9533,1,100
3392,9534,0,100
4751,9535,0,0.47
4786,9535,0,99.53
3405,9536,0,97.12
3408,9536,0,0.18
3427,9536,0,1.62
4751,9536,0,1.08
4746,9542,0,100
3427,9543,0,3.01
4746,9543,0,96.99
4781,9545,0,100
4781,9546,0,100
4551,9547,0,100
4566,9548,0,3.74
4591,9548,0,94.22
4606,9548,0,2.03
3427,9552,0,100
4716,9553,0,100
4776,9554,0,100
4711,9555,0,5.8
4776,9555,0,94.2
4711,9556,0,100
4711,9556,2,100
4711,9562,0,99.25
4921,9562,0,0.75
4711,9562,2,100
4921,9565,0,100
4921,9565,2,100
4921,9565,3,100
4921,9565,4,100
4921,9565,5,100
4761,9573,0,100
3392,9601,0,0.56
3393,9601,0,43.82
3394,9601,0,3.93
3395,9601,0,51.69
3392,9602,0,99.41
3393,9602,0,0.59
3392,9602,2,100
3393,9604,0,100
3393,9604,1,30.56
3405,9604,1,34.72
3407,9604,1,34.72
3393,9604,2,100
3395,9606,0,100
3394,9607,0,100
3393,9608,0,1
3395,9608,0,99
3394,9612,0,100
3392,9613,0,2.76
3394,9613,0,97.24
3394,9614,0,89.13
3395,9614,0,10.87
3379,9615,0,1.92
3394,9615,0,3.85
3395,9615,0,94.23
3374,9620,0,68.24
3375,9620,0,3.5
3378,9620,0,0.13
3379,9620,0,27.86
3395,9620,0,0.27
3375,9621,0,99.72
3395,9621,0,0.28
3379,9622,0,100
3378,9630,0,1.26
3379,9630,0,98.74
3379,9631,0,100
3352,9633,0,2.05
3360,9633,0,1.02
3372,9633,0,93.17
3379,9633,0,3.75
3372,9633,2,100
3352,9642,0,99.89
3379,9642,0,0.11
3352,9643,0,12.5
3360,9643,0,87.5
3360,9650,0,100
3360,9651,0,100
3360,9652,0,100
3360,9655,0,100
3359,9656,0,100
3359,9657,0,100
3272,9658,0,0.17
3273,9658,0,0.17
3359,9658,0,99.66
